"picnum","ename","gname","sname","iname","bname","hname","cname","egoodrt","ggoodrt","sgoodrt","igoodrt","bgoodrt","hgoodrt","cgoodrt","enoname","gnoname","snoname","inoname","bnoname","hnoname","cnoname","ebadrt","gbadrt","sbadrt","ibadrt","bbadrt","hbadrt","cbadrt","etype","gtype","stype","itype","btype","htype","ctype","elex1","glex1","slex1","ilex1","blex1","hlex1","clex1","elex2","glex2","slex2","ilex2","blex2","hlex2","clex2","elex3","glex3","slex3","ilex3","blex3","hlex3","clex3","elex4","glex4","slex4","ilex4","blex4","hlex4","clex4","erttot","grttot","srttot","irttot","brttot","hrttot","crttot","erttar","grttar","srttar","irttar","brttar","hrttar","crttar","ert2","grt2","srt2","irt2","brt2","hrt2","crt2","ert3","grt3","srt3","irt3","brt3","hrt3","crt3","ert4","grt4","srt4","irt4","brt4","hrt4","crt4","esyll","gsyll","ssyll","isyll","bsyll","hsyll","csyll","echar","gchar","schar","ichar","bchar","hchar","lnefreq","lngfreq","lnsfreq","lnifreq","lnbfreq","lnhfreq","lncfreq"
"obj394","shoulder","schulter","hombro","spalla","ramo","váll","jian1-bang3",1,0.93,0.92,0.94,0.92,0.98,0.86,0,0,0,0.04,0.02,0,0.02,0,0.07,0.08,0.02,0.06,0.02,0.12,2,6.7,2,5,3,4,6,0.76,0.64,0.83,0.87,0.94,0.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.36,0.17,0.13,0.07,0.1,0.6,1118,1226,1080,1330,1153,998,1258,1162,1269,1079,1345,1155,998,1391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,1147,1086,1227,1124,1000,1171,2,2,2,2,2,1,2,8,8,6,6,4,4,4.86,4.22,4.605,2.639,5.1,5.333,2.197
"obj395","shovel","schaufel","pala","pala","lopata","ásó","chan3-zi5",0.98,1,0.98,0.96,0.98,0.94,0.9,0.02,0,0,0.02,0,0,0.06,0,0,0.02,0.02,0.02,0.06,0.04,1,3.3,1,4,2,2,4,1,0.67,1,0.83,0.98,0.85,0.93,0,0,0,0.02,0,0,0.04,0,0,0,0.08,0.02,0,0,0,0.33,0,0.06,0,0.15,0.02,858,1077,871,1089,926,888,982,858,1026,871,1043,917,908,933,NA,NA,NA,3270,NA,NA,1763,NA,NA,NA,1124,1319,NA,NA,NA,1179,NA,925,NA,770,1493,2,2,2,2,3,2,2,6,8,4,4,6,3,1.609,1.609,2.485,0,4.1,0,1.609
"obj396","shower","dusche","regadera","doccia","dush","zuhany","lian2-peng2-tou2",1,0.97,0.96,0.96,0.96,0.94,0.78,0,0,0.02,0.02,0.02,0,0.06,0,0.03,0.02,0.02,0.02,0.06,0.16,3,6.7,3,2,1,9,6,0.84,0.83,0.94,0.98,1,0.62,0.72,0.16,0,0,0,0,0.23,0,0,0.07,0.04,0,0,0.02,0,0,0.1,0.02,0.02,0,0.13,0.28,993,1108,1067,1037,1093,1159,1379,897,1114,1043,1039,1093,1040,1359,1495,NA,NA,NA,NA,1278,NA,NA,1122,1277,NA,NA,1526,NA,NA,1052,1737,963,NA,1452,1429,2,2,4,2,1,2,3,6,6,8,6,4,6,3.091,2.485,0,1.792,5.6,0,0
"obj397","sink","spuele","sink","lavandino","mivka","mosogató","liu2-li3-tai2",0.96,1,0.92,0.98,0.84,0.96,0.82,0,0,0.08,0.02,0.04,0,0.06,0.04,0,0,0,0.12,0.04,0.12,3,11.7,12,7,5,3,9,0.96,0.6,0.35,0.61,0.71,0.9,0.39,0.02,0.07,0,0.33,0.17,0,0.49,0,0.13,0.46,0,0,0,0.02,0.02,0.2,0.2,0.06,0.12,0.1,0.1,1010,1447,1446,1367,1340,1266,1494,984,1437,1596,1278,1255,1219,1555,2381,1311,NA,1491,1718,NA,1366,NA,1249,1430,NA,NA,NA,1276,865,1657,1217,1600,1319,1670,1945,1,2,1,4,2,4,3,4,5,4,9,5,8,2.773,0.693,0,1.792,5.45,0,3.466
"obj398","skateboard","skateboard","patineta","skateboard","skejtbord","gördeszka","hua2-ban3",1,0.97,1,0.9,0.86,1,0.88,0,0.03,0,0.08,0.06,0,0.04,0,0,0,0.02,0.08,0,0.08,1,3.3,4,5,3,2,4,1,0.97,0.8,0.56,0.93,0.98,0.86,0,0,0.16,0.13,0,0,0,0,0.03,0,0,0,0,0,0,0,0.04,0.31,0.07,0.02,0.14,823,1318,893,1310,1316,935,1254,823,1293,880,1260,1288,939,1209,NA,NA,995,1457,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,762,1336,1690,738,1537,2,2,4,3,2,3,2,10,10,8,10,9,9,0.693,0,0,0,3.5,0,2.89
"obj399","skeleton","skelett","esqueleto","scheletro","skelet","csontváz","gu3-tou2",1,1,1,1,0.98,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0.04,1,3.3,3,1,2,1,10,1,0.7,0.86,1,0.98,1,0.4,0,0,0,0,0.02,0,0.04,0,0.3,0,0,0,0,0,0,0,0.14,0,0,0,0.56,817,977,968,929,1096,805,1100,817,931,955,929,1096,805,1101,NA,NA,NA,NA,1119,NA,1080,NA,1084,NA,NA,NA,NA,NA,NA,NA,1047,NA,NA,NA,1101,3,2,4,3,2,2,2,8,7,9,9,6,8,2.565,1.386,3.332,0,3.4,0,2.485
"obj400","skirt","rock","falda","gonna","pola","szoknya","qyun2-zi5",0.94,0.9,0.98,1,0.92,0.98,0.98,0,0.03,0.02,0,0.02,0,0,0.06,0.07,0,0,0.06,0.02,0.02,4,5,4,2,3,2,5,0.77,0.93,0.94,0.98,0.91,0.96,0.8,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.23,0.07,0.06,0.02,0.09,0.04,0.1,1031,946,1020,889,1027,951,1133,992,933,991,880,991,916,1040,NA,NA,NA,NA,NA,NA,1250,NA,NA,NA,NA,NA,NA,NA,1161,1102,1470,1334,1411,1780,1741,1,1,2,2,2,2,2,5,4,5,5,4,7,3.401,2.398,4.317,1.792,5.15,3.332,3.466
"obj401","skis","ski","esquís","sci","ski","síléc","xyue3-qiao1",0.82,1,0.84,0.9,0.86,0.98,0.74,0.02,0,0.12,0.06,0,0,0.04,0.16,0,0.04,0.04,0.14,0.02,0.22,3,1.7,4,1,1,4,7,0.95,1,0.88,1,1,0.71,0.62,0.02,0,0.05,0,0,0.29,0.11,0,0,0,0,0,0,0,0.02,0,0.07,0,0,0,0.27,1087,1085,1404,1049,1094,1040,1611,1039,1085,1352,1049,1094,1028,1502,1266,NA,1746,NA,NA,1070,1738,NA,NA,NA,NA,NA,NA,NA,2789,NA,1812,NA,NA,NA,1811,1,1,2,1,1,2,2,4,3,6,3,3,5,0,2.639,1.099,1.792,4.25,0,2.197
"obj402","skunk","stinktier","zorrillo","puzzola","skunks","borz","chou4-iu4",1,0.8,0.94,0.84,0.68,0.88,0.9,0,0.17,0.04,0.1,0.18,0.04,0.06,0,0.03,0.02,0.06,0.14,0.08,0.04,2,10,4,4,10,9,8,0.98,0.5,0.83,0.79,0.53,0.57,0.51,0,0,0,0,0,0.02,0.04,0,0,0,0,0,0.02,0,0.02,0.5,0.17,0.21,0.47,0.39,0.44,1052,1677,1113,1432,1652,1509,1569,1044,1694,1065,1438,1767,1386,1637,NA,NA,NA,NA,NA,3808,1842,NA,NA,NA,NA,NA,1337,NA,1452,1660,1352,1410,1523,1565,1463,1,2,3,3,1,1,2,5,9,8,7,6,4,0,0,0,0,2.1,0,0
"obj403","sled","schlitten","trineo","slitta","shejna","szánkó","xyue3-qiao1",1,1,0.44,0.74,0.94,0.9,0.42,0,0,0.48,0.22,0,0.04,0.48,0,0,0.08,0.04,0.06,0.06,0.1,2,3.3,8,6,2,2,11,0.96,0.97,0.41,0.49,0.98,0.93,0.43,0,0,0,0,0.02,0,0.05,0.04,0,0,0,0,0.07,0,0,0.03,0.59,0.51,0,0,0.52,1198,1216,1910,1738,1237,1195,2283,1188,1199,1444,1844,1230,1219,2138,NA,NA,NA,NA,1568,NA,2556,1450,NA,NA,NA,NA,857,NA,NA,1702,2233,1638,NA,NA,2378,1,2,3,2,2,2,2,4,9,6,6,6,6,0.693,1.946,0,0,3.15,3.219,2.197
"obj404","slide","rutsche","resbaladilla","scivolo","p^rzalka","csúszda","liu1-hua2-ti1",0.96,0.93,0.94,0.98,0.98,0.94,0.94,0.02,0.03,0.04,0.02,0,0.02,0,0.02,0.03,0.02,0,0.02,0.04,0.06,1,5,5,1,3,1,4,1,0.93,0.6,1,0.96,1,0.92,0,0.04,0.34,0,0.02,0,0.02,0,0,0.02,0,0,0,0,0,0.04,0.04,0,0.02,0,0.06,1003,1085,1276,1134,1140,932,1118,1003,1063,1352,1134,1149,932,1086,NA,1388,1205,NA,848,NA,1336,NA,NA,1076,NA,NA,NA,NA,NA,1365,874,NA,1012,NA,1494,1,2,5,3,3,2,3,5,7,12,7,8,7,2.565,0.693,0,0,3.75,0,2.197
"obj405","slingshot","katapult","resortera","fionda","prashka","csúzli","dan4-gung1",0.9,0.63,0.94,0.9,0.94,0.96,0.9,0.06,0.37,0.04,0.1,0.04,0,0.06,0.04,0,0.02,0,0.02,0.04,0.04,5,11.7,3,2,2,3,4,0.82,0.37,0.94,0.98,0.96,0.9,0.93,0.11,0,0,0,0,0,0,0,0.32,0,0,0,0.08,0.02,0.07,0.32,0.06,0.02,0.04,0.02,0.04,1308,1829,1203,1224,1013,1047,1446,1265,1811,1210,1213,976,1038,1403,1394,NA,NA,NA,NA,NA,NA,NA,1706,NA,NA,NA,1117,2024,1688,1974,1111,1740,1838,1143,2054,2,3,4,2,2,2,2,9,8,9,6,7,6,0.693,0.693,0,0,3.85,0,2.303
"obj406","slipper","schuh","pantunfla","pantofola","pantof","mamusz","xie2-zi5",0.96,0.97,0.96,0.92,0.9,1,0.98,0.02,0,0.02,0.06,0.02,0,0.02,0.02,0.03,0.02,0.02,0.08,0,0,5,16.7,6,10,12,6,6,0.63,0.35,0.58,0.44,0.53,0.46,0.84,0.04,0.31,0.04,0,0.11,0,0.06,0,0,0,0.17,0.11,0.38,0,0.33,0.34,0.38,0.39,0.24,0.16,0.1,1347,1260,1273,1437,1404,1298,1349,1256,1067,1217,1462,1340,1273,1362,1294,1260,1443,NA,1676,NA,1203,NA,NA,NA,1529,1397,1322,NA,1523,1453,1341,1369,1422,1313,1328,2,1,3,4,2,2,2,7,5,9,9,6,6,2.303,3.526,0,0,4.1,0,4.554
"obj407","smoke","rauch","humo","fumo","pushek","füst","ian1-cung1",0.98,0.97,1,0.98,1,0.98,0.96,0,0,0,0,0,0,0,0.02,0.03,0,0.02,0,0.02,0.04,4,8.3,3,6,3,7,5,0.84,0.59,0.72,0.76,0.64,0.69,0.63,0,0,0,0.06,0,0.08,0.04,0,0.07,0,0,0.22,0,0,0.16,0.34,0.28,0.18,0.14,0.22,0.33,1212,1359,1278,1322,1347,1173,1204,1221,1376,1301,1257,1286,1119,1128,NA,NA,NA,1801,NA,1647,1551,NA,1703,NA,NA,1494,NA,NA,1167,1262,1219,1429,1390,1168,1305,1,1,2,2,2,1,2,5,5,4,4,6,4,3.892,2.639,4.875,2.565,4.3,3.932,1.792
"obj408","snail","schnecke","caracol","lumaca","ohljuv","csiga","gua1-niu2",0.98,0.97,0.98,0.96,1,1,0.96,0,0.03,0.02,0.02,0,0,0,0.02,0,0,0.02,0,0,0.04,2,1.7,5,3,1,1,1,0.98,1,0.9,0.92,1,1,1,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.02,0,0.1,0.02,0,0,0,919,857,1221,1022,885,796,960,918,857,1210,1020,885,796,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138,NA,NA,NA,979,NA,1314,776,NA,NA,NA,1,2,3,3,2,2,2,5,8,7,6,6,5,1.609,0,3.135,0,3.6,0,5.226
"obj409","snake","schlange","víbora","serpente","zmija","kígyó","she2",0.96,0.97,1,1,0.68,0.98,0.98,0,0,0,0,0,0.02,0,0.04,0.03,0,0,0.32,0,0.02,1,1.7,3,4,2,2,2,1,1,0.5,0.92,0.97,0.98,0.96,0,0,0,0.02,0,0.02,0,0,0,0.5,0,0,0,0,0,0,0,0.06,0.03,0,0.04,775,792,1017,907,1041,874,848,775,792,1055,849,1031,873,824,NA,NA,NA,1566,NA,920,NA,NA,NA,979,NA,NA,NA,NA,NA,NA,NA,1589,1344,NA,1417,1,2,3,3,2,2,1,5,8,6,8,5,5,3.178,2.944,2.079,0,4.1,2.398,5.642
"obj410","snowman","schneeman","mono de nieve","papazzo di neve","snezhen chovek","hóember","xyue3-ren2",0.98,0.93,0.86,0.82,0.92,1,0.98,0,0.03,0.1,0.06,0.06,0,0,0.02,0.03,0.04,0.12,0.02,0,0.02,1,1.7,9,5,1,1,1,1,1,0.67,0.59,1,1,1,0,0,0,0.34,0,0,0,0,0,0.14,0,0,0,0,0,0,0.19,0.07,0,0,0,920,928,1495,1391,1066,775,934,920,928,1439,1422,1066,775,934,NA,NA,NA,1422,NA,NA,NA,NA,NA,1675,NA,NA,NA,NA,NA,NA,1562,993,NA,NA,NA,2,2,5,6,4,3,2,7,10,11,15,13,7,0,0.693,0,0,3.6,0,2.639
"obj411","sock","strumpf","calcetín","calzino","chorap","zokni","ua4-zi5",0.96,1,1,0.96,1,0.98,0.92,0,0,0,0,0,0,0,0.04,0,0,0.04,0,0.02,0.08,1,5,2,4,2,1,1,1,0.7,0.98,0.75,0.98,1,1,0,0,0,0.25,0,0,0,0,0.3,0,0,0,0,0,0,0,0.02,0,0.02,0,0,712,934,837,887,922,711,772,712,944,827,884,923,711,772,NA,NA,NA,896,NA,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,1302,NA,877,NA,NA,1,1,3,3,2,2,2,4,7,8,7,6,5,2.944,2.485,1.946,1.386,5.35,0,3.332
"obj412","couch","sofa","sillón","divano","divan","kanapé","sha1-fa1",1,0.97,0.98,1,0.9,0.88,0.96,0,0,0,0,0.02,0.04,0,0,0.03,0.02,0,0.08,0.08,0.04,3,3.3,2,3,4,9,4,0.74,0.66,0.86,0.88,0.71,0.43,0.83,0,0,0,0,0,0,0.06,0.24,0.35,0.14,0.02,0.2,0.34,0,0.02,0,0,0.1,0.09,0.23,0.1,876,888,924,930,1263,1360,955,828,903,883,870,1231,1352,956,NA,NA,NA,NA,NA,NA,1331,1010,858,1171,2145,1468,1432,NA,1054,NA,NA,1217,1057,1267,723,1,2,2,3,2,3,2,5,4,6,6,5,6,2.398,2.079,4.19,3.611,5.35,0,4.127
"obj413","soldier","soldat","soldado","soldato","vojnik","katona","jyun1-ren2",0.96,1,1,0.96,0.94,0.98,0.98,0,0,0,0.02,0.02,0,0,0.04,0,0,0.02,0.04,0.02,0.02,11,3.3,4,4,3,3,7,0.69,0.97,0.94,0.85,0.87,0.86,0.53,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0.37,0.29,0.03,0.06,0.13,0.13,0.14,0.1,1324,1040,1009,1174,1222,1012,1173,1170,1046,970,1194,1215,964,1087,1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103,NA,NA,1308,1707,886,1614,1050,1271,1303,1130,2,2,3,3,2,3,2,7,6,7,7,6,6,4.431,4.771,4.159,2.944,5.05,4.927,4.304
"obj414","spaghetti","spaghetti","espagueti","spaghetti","spageti","spagetti","mian4",1,1,0.96,0.96,0.96,1,0.9,0,0,0,0,0.04,0,0,0,0,0.04,0.04,0,0,0.1,3,5,5,5,2,3,7,0.94,0.83,0.81,0.88,0.88,0.74,0.58,0,0,0.06,0.02,0,0,0.4,0,0,0,0.1,0,0.12,0,0.06,0.17,0.13,0,0.13,0.14,0.02,905,1080,1104,954,1192,1140,1137,903,1033,1056,957,1103,1131,1057,NA,NA,1015,904,NA,NA,1207,NA,NA,NA,944,NA,1259,NA,937,1314,1465,NA,1819,1085,1952,3,3,4,3,3,3,1,9,9,9,9,7,8,1.792,0,0,0,4.8,0,3.85
"obj415","spatula","schaufel","pala","paletta","lopatka","lapát","chan3-zi5",0.84,0.83,0.82,0.72,0.86,0.86,0.68,0.14,0.13,0.18,0.28,0.14,0.1,0.2,0.02,0.03,0,0,0,0.04,0.12,5,13.3,7,6,5,6,5,0.86,0.64,0.76,0.47,0.42,0.88,0.79,0,0,0.02,0.42,0.37,0.05,0,0,0.08,0.07,0.06,0,0,0,0.14,0.28,0.15,0.06,0.21,0.07,0.21,1444,1529,1594,1530,1668,1419,1207,1472,1402,1482,1540,1794,1385,1050,NA,NA,1534,1472,1536,1963,NA,NA,1755,1708,1801,NA,NA,NA,1282,1753,2122,1601,1651,1483,1813,3,2,2,3,3,2,2,7,8,4,7,7,5,0,1.609,2.485,0,3.7,2.89,1.609
"obj416","spider","spinne","araña","ragno","pajak","pók","zhi1-zhu1",0.98,1,0.98,1,0.96,0.98,0.94,0,0,0,0,0.02,0,0,0.02,0,0.02,0,0.02,0.02,0.06,1,3.3,1,2,1,2,2,1,0.97,1,0.98,1,0.98,0.98,0,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,907,984,923,978,1061,865,996,907,978,923,978,1061,858,986,NA,1180,NA,NA,NA,1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,NA,NA,1474,2,2,3,2,2,1,2,6,6,5,5,5,3,2.079,1.946,2.944,0,4.05,0,2.833
"obj417","thread","garnrolle","hilo","filo","makara","cérna","xian4",0.98,0.97,0.92,0.78,0.92,0.94,0.9,0,0.03,0.06,0.16,0,0.04,0,0.02,0,0.02,0.06,0.08,0.02,0.1,7,21.7,5,10,2,9,6,0.65,0.21,0.83,0.46,0.72,0.64,0.8,0.06,0,0.09,0.08,0,0.04,0.09,0,0.1,0,0.05,0,0.02,0,0.29,0.69,0.09,0.41,0.28,0.3,0.11,1361,1315,1184,1471,1366,1361,1615,1426,1133,1132,1465,1307,1348,1499,1230,NA,1320,1981,NA,3015,1971,NA,1584,NA,1133,NA,1496,NA,1240,1329,1539,1423,1513,1141,2172,1,3,2,2,3,2,1,6,9,4,4,6,5,2.833,0,4.382,3.434,3.45,0,5.961
"obj418","spoon","loeffel","cuchara","cucchiaio","l^zhitsa","kanál","tang1-chi2",0.98,1,0.96,0.96,0.92,0.94,0.98,0,0,0.02,0.02,0,0,0,0.02,0,0.02,0.02,0.08,0.06,0.02,1,1.7,1,2,1,2,2,1,1,1,0.88,1,0.96,0.98,0,0,0,0.13,0,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,777,676,752,874,806,765,852,777,676,752,849,806,762,848,NA,NA,NA,1050,NA,832,NA,NA,NA,NA,NA,NA,NA,1057,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,3,2,2,5,6,7,9,8,5,2.773,1.946,2.079,2.079,5.15,2.485,2.639
"obj419","squirrel","eichhoernchen","ardilla","scoiattolo","kateritsa","mókus","sung1-shu3",1,1,0.98,0.94,0.9,0.98,1,0,0,0.02,0.06,0,0,0,0,0,0,0,0.1,0.02,0,3,1.7,2,3,2,2,4,0.88,1,0.98,0.94,0.56,0.98,0.94,0,0,0,0,0.44,0.02,0,0,0,0,0,0,0,0,0.12,0,0.02,0.06,0,0,0.06,1225,1027,1140,1317,1093,866,1260,1234,1027,1126,1305,1106,864,1218,NA,NA,NA,NA,1077,970,NA,NA,NA,NA,NA,NA,NA,NA,1154,NA,1813,1494,NA,NA,1909,2,3,3,4,4,2,2,8,12,7,10,9,5,1.946,0.693,3.807,0,3.35,0,3.178
"obj420","stairs","treppe","escalera","scala","st^lbi","lépcsöö","lou2-ti1",1,1,1,1,1,1,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,4,5,5,4,5,4,3,0.74,0.93,0.54,0.78,0.58,0.92,0.91,0.26,0,0.4,0.22,0.38,0.02,0.09,0,0,0,0,0,0,0,0,0.07,0.06,0,0.04,0.06,0,1042,1107,1014,1141,1454,1034,1143,1011,1059,1019,1122,1421,1007,1135,1129,NA,974,1206,1403,712,1232,NA,NA,NA,NA,NA,NA,NA,NA,1784,1237,NA,2428,1555,NA,1,2,4,2,2,2,2,6,6,8,5,6,6,3.807,3.367,4.875,3.526,5.2,4.344,4.533
"obj421","statue","statue","estatua","statua","statuja","szobor","diao1-xiang4",0.98,0.97,0.92,1,0.88,0.9,0.94,0.02,0,0.04,0,0.04,0,0,0,0.03,0.04,0,0.08,0.1,0.06,4,8.3,4,2,4,4,9,0.92,0.72,0.87,0.98,0.93,0.82,0.66,0,0,0,0,0,0,0.15,0.04,0,0,0.02,0,0.13,0,0.04,0.28,0.13,0,0.07,0.04,0.19,1234,1438,1359,1066,1252,1141,1314,1214,1501,1340,1059,1240,1036,1227,NA,NA,NA,NA,NA,NA,1476,1719,NA,NA,1427,NA,1665,NA,1207,1274,1482,NA,1411,1523,1487,2,3,3,2,3,2,2,6,6,7,6,7,6,3.178,1.792,3.611,1.099,3.4,3.526,4.248
"obj422","steeringwheel","lenkrad","volante","volante","kormilo","kormány","fang1-xiang4-pan2",1,1,0.98,0.96,0.98,0.94,0.9,0,0,0.02,0.02,0,0,0.06,0,0,0,0.02,0.02,0.06,0.04,2,5,1,3,3,4,6,0.64,0.87,1,0.69,0.55,0.6,0.8,0.36,0,0,0,0,0.3,0.11,0,0.13,0,0.15,0.43,0,0.02,0,0,0,0.17,0.02,0.11,0.07,1139,1062,990,1172,1199,1031,1470,1158,1031,990,1166,1090,1043,1337,1106,NA,NA,NA,NA,974,2101,NA,1265,NA,1221,1305,NA,1916,NA,NA,NA,1157,1894,1126,1871,3,2,3,3,3,2,3,13,7,7,7,7,7,0,1.386,3.497,0,4.5,3.258,3.091
"obj423","stethoscope","stethoskop","estetoscopio","stetoscopio","slushalki","sztetoszkóp","ting1-zhen3-qi4",0.92,0.7,0.44,0.36,0.9,0.86,0.94,0.06,0.27,0.52,0.6,0.1,0.1,0.02,0.02,0.03,0.04,0.04,0,0.04,0.04,4,3.3,5,5,6,8,4,0.94,0.91,0.82,0.78,0.78,0.63,0.72,0,0,0,0,0.18,0,0.26,0,0.1,0,0.06,0.02,0.14,0,0.07,0,0.18,0.17,0.02,0.23,0.02,1281,1632,1673,1634,1273,1580,1244,1209,1567,1475,1540,1278,1535,1243,NA,NA,NA,NA,1301,NA,1252,NA,2247,NA,1842,1075,1581,NA,2312,NA,2562,2001,1058,1699,1158,3,3,5,4,3,3,3,11,10,12,11,9,11,0.693,0,1.099,0,4.55,0,0
"obj424","stocking","strumpf","media","calza","chorap","harisnya","si1-ua4",0.98,0.93,0.98,1,0.94,1,0.84,0,0.03,0.02,0,0.04,0,0.02,0.02,0.03,0,0,0.02,0,0.14,9,6.7,5,4,7,3,3,0.43,0.5,0.8,0.86,0.49,0.96,0.86,0.06,0.5,0.18,0.06,0.17,0.04,0.07,0.45,0,0,0.08,0,0,0,0.06,0,0.02,0,0.34,0,0.07,1402,1359,1045,1086,1305,1033,1301,1218,1318,1019,1057,1354,1034,1274,1646,1400,1158,1305,1411,998,1604,1560,NA,NA,1240,NA,NA,NA,1294,NA,1021,NA,1182,NA,1323,2,1,2,2,2,3,2,8,7,5,5,6,8,2.565,2.485,6.009,2.565,5.55,0,2.079
"obj425","stool","hocker","banco","sgabello","stol","szék","i3-zi5",0.96,0.97,1,0.9,0.96,0.94,0.94,0,0,0,0.04,0,0,0,0.04,0.03,0,0.06,0.04,0.06,0.06,2,5,4,3,4,4,6,0.83,0.83,0.8,0.89,0.71,0.7,0.62,0,0,0.1,0,0.27,0.09,0.04,0,0.03,0.02,0.11,0,0,0,0.17,0.14,0.08,0,0.02,0.21,0.34,959,973,1009,1038,961,1086,940,973,934,1004,1014,944,868,706,NA,NA,1196,NA,1000,1365,1810,NA,1899,913,1232,NA,NA,NA,894,975,853,NA,1010,1694,1257,1,2,2,3,1,1,2,5,6,5,8,4,4,2.565,0,4.644,1.609,6.05,4.868,2.773
"obj426","stove","herd","estufa","cucina","pechka","tüüzhely","ua3-si1-lu2",1,0.97,0.96,0.96,0.96,0.94,0.7,0,0,0.02,0.02,0.02,0,0.16,0,0.03,0.02,0.02,0.02,0.06,0.14,3,5,4,10,2,6,9,0.72,0.86,0.94,0.6,0.98,0.51,0.34,0,0.03,0.02,0.02,0.02,0.45,0.09,0.26,0.1,0,0.21,0,0,0,0.02,0,0.04,0.17,0,0.04,0.57,1120,1285,889,1350,1316,1287,1982,1122,1311,882,1308,1323,1398,2018,NA,1262,1165,911,991,1159,1552,1049,1074,NA,1353,NA,NA,NA,1987,NA,896,1553,NA,1286,2025,1,1,3,3,2,2,3,5,4,6,6,6,7,3.045,2.89,2.303,3.951,5.75,0,2.773
"obj427","strawberry","erdbeere","fresa","fragola","jagoda","eper","cao3-mei2",0.98,1,0.98,1,0.94,0.96,0.92,0,0,0,0,0,0.02,0,0.02,0,0.02,0,0.06,0.02,0.08,1,1.7,1,3,1,2,3,1,1,1,0.96,1,0.98,0.96,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0.02,1052,962,1001,1034,1245,1013,1160,1052,962,1001,1018,1245,1000,1109,NA,NA,NA,1301,NA,NA,NA,NA,NA,NA,NA,NA,1641,1066,NA,NA,NA,1546,NA,NA,3518,3,3,2,3,3,2,2,10,8,5,7,6,4,1.946,1.099,2.197,0,4.55,0,3.555
"obj428","stroller","kinderwagen","carriola","passeggino","kolichka","babakocsi","ing1-er2-che1",0.88,0.97,0.92,0.94,0.92,0.96,1,0.1,0.03,0.04,0.04,0.04,0.02,0,0.02,0,0.04,0.02,0.04,0.02,0,4,5,8,8,4,4,10,0.84,0.9,0.8,0.55,0.46,0.83,0.64,0.05,0,0.02,0,0.54,0.15,0.04,0,0,0.07,0,0,0,0,0.11,0.1,0.11,0.45,0,0.02,0.32,1316,1352,1347,1284,1186,1092,1357,1346,1313,1301,1206,1068,1097,1299,1044,NA,849,NA,1285,1060,1613,NA,NA,1352,NA,NA,NA,NA,1204,1684,1779,1381,NA,1110,1440,2,4,4,4,3,4,3,8,11,8,10,8,9,0.693,1.609,0,0,4.5,0,1.946
"obj429","submarine","u-boot","submarino","sottomarino","podvodnitsa","tengeralattjáró","qian2-shui3-ting3",0.98,1,0.94,0.92,0.94,1,0.92,0,0,0.02,0.06,0.02,0,0,0.02,0,0.04,0.02,0.04,0,0.08,3,5,3,4,5,2,4,0.88,0.83,0.96,0.57,0.72,0.88,0.78,0,0.03,0,0,0,0,0.02,0,0,0,0.35,0,0,0,0.12,0.13,0.04,0.09,0.28,0.12,0.2,1144,1248,1210,1193,1327,1141,1193,1145,1237,1185,1205,1214,1157,1195,NA,1258,NA,NA,NA,NA,1445,NA,NA,NA,1255,NA,NA,NA,1134,1315,1782,861,1622,1025,1156,3,2,4,5,4,6,3,9,5,9,11,11,15,2.89,0,1.946,0,2.7,0,1.792
"obj430","suitcase","koffer","maleta","valigia","kufar","böörönd","pi2-xiang1",0.96,1,0.98,0.98,0.96,0.96,0.88,0,0,0,0,0,0.02,0.04,0.04,0,0.02,0.02,0.04,0.02,0.08,4,3.3,4,2,3,2,12,0.79,0.97,0.78,0.84,0.79,0.63,0.34,0,0,0.06,0,0.02,0,0.14,0.04,0,0.1,0,0,0,0.02,0.17,0.03,0.06,0.16,0.19,0.38,0.5,924,777,1077,852,1109,969,1300,902,768,1010,855,1067,950,1275,NA,NA,1172,NA,1187,NA,1114,933,NA,1348,NA,NA,NA,3047,1027,1052,1379,837,1280,999,1288,2,2,3,3,2,2,2,8,6,6,7,5,6,2.996,3.091,3.871,1.946,4.25,3.258,1.609
