"picnum","ename","gname","sname","iname","bname","hname","cname","egoodrt","ggoodrt","sgoodrt","igoodrt","bgoodrt","hgoodrt","cgoodrt","enoname","gnoname","snoname","inoname","bnoname","hnoname","cnoname","ebadrt","gbadrt","sbadrt","ibadrt","bbadrt","hbadrt","cbadrt","etype","gtype","stype","itype","btype","htype","ctype","elex1","glex1","slex1","ilex1","blex1","hlex1","clex1","elex2","glex2","slex2","ilex2","blex2","hlex2","clex2","elex3","glex3","slex3","ilex3","blex3","hlex3","clex3","elex4","glex4","slex4","ilex4","blex4","hlex4","clex4","erttot","grttot","srttot","irttot","brttot","hrttot","crttot","erttar","grttar","srttar","irttar","brttar","hrttar","crttar","ert2","grt2","srt2","irt2","brt2","hrt2","crt2","ert3","grt3","srt3","irt3","brt3","hrt3","crt3","ert4","grt4","srt4","irt4","brt4","hrt4","crt4","esyll","gsyll","ssyll","isyll","bsyll","hsyll","csyll","echar","gchar","schar","ichar","bchar","hchar","lnefreq","lngfreq","lnsfreq","lnifreq","lnbfreq","lnhfreq","lncfreq"
"obj174","gas","tankstelle","gasolina","pompa di benzina","benzinostantsija","benzinkút","jia1-iu2-zhan4",0.96,0.9,0.86,0.82,0.76,0.94,0.84,0,0.03,0.08,0.08,0.2,0.02,0.08,0.04,0.07,0.06,0.1,0.04,0.04,0.08,7,8.3,11,8,5,9,7,0.4,0.59,0.4,0.34,0.68,0.68,0.6,0.38,0,0.02,0.46,0,0.02,0,0.04,0,0,0.12,0,0.04,0,0.19,0.41,0.58,0.07,0.32,0.26,0.4,1310,1403,1546,1641,1783,1603,1628,1240,1281,1490,1628,1645,1474,1683,1360,NA,988,1671,NA,859,NA,1358,NA,NA,1566,NA,2354,NA,1349,1581,1605,1640,2082,1885,1547,1,3,4,6,6,3,3,3,10,8,16,16,9,4.357,2.303,2.944,0,5.55,0,4.331
"obj175","fence","gartentor","puerta","cancello","vrata","kapu","men2",0.96,0.97,0.94,0.96,0.86,0.92,0.88,0.04,0,0.04,0.04,0.08,0.02,0.02,0,0.03,0.02,0,0.06,0.06,0.1,3,10,7,6,5,11,11,0.6,0.28,0.62,0.75,0.47,0.37,0.55,0,0.24,0.02,0.06,0,0.22,0.18,0,0.1,0,0,0.19,0.17,0,0.4,0.38,0.36,0.19,0.35,0.24,0.27,1040,1210,1380,1291,1321,1275,1455,988,1310,1367,1174,1394,1296,1305,NA,1567,2009,1890,NA,1442,1405,NA,1189,NA,NA,1626,1343,NA,1118,916,1365,1557,1059,1041,1787,1,3,2,3,2,2,1,5,9,6,8,5,4,3.434,0,6.711,1.792,5.8,4.727,0
"obj176","genie","geist","genio","genio","duh","szellem","jing1-ling2",0.88,0.93,0.96,0.92,0.96,1,0.8,0,0,0,0.04,0.02,0,0.06,0.12,0.07,0.04,0.04,0.02,0,0.14,2,11.7,4,5,4,5,8,0.98,0.54,0.69,0.78,0.94,0.52,0.35,0,0.29,0,0.04,0,0.02,0.08,0,0.14,0.17,0,0,0.4,0.15,0.02,0.04,0.15,0.17,0.06,0.06,0.43,1217,1814,1529,1314,1433,1405,1723,1214,1606,1338,1272,1390,1234,1830,NA,1885,NA,1213,NA,2105,1751,NA,2347,1994,NA,NA,1513,1917,1382,2241,1896,1527,2073,1932,1562,2,1,2,2,1,2,2,5,5,5,5,3,7,0.693,4.754,4.025,0,4.55,2.833,3.97
"obj177","ghost","gespenst","fantasma","fantasma","prizrak","szellem","gui3",1,1,1,1,0.82,0.98,0.92,0,0,0,0,0.1,0,0,0,0,0,0,0.08,0.02,0.08,1,3.3,3,1,3,2,7,1,0.7,0.96,1,0.61,0.92,0.67,0,0,0,0,0,0,0.02,0,0.3,0,0,0.02,0.08,0.24,0,0,0.04,0,0.37,0,0.07,849,1143,1043,937,1356,1096,1432,849,1151,1040,937,1379,1094,1230,NA,NA,NA,NA,NA,NA,1541,NA,1126,NA,NA,2362,1122,1778,NA,NA,1100,NA,1252,NA,2220,1,2,3,3,2,2,1,5,8,8,8,7,7,3.466,2.079,3.807,1.386,3.3,2.833,4.828
"obj178","giraffe","giraffe","girafa","giraffa","zhiraf","zsiráf","chang2-jing3-lu4",0.98,1,1,1,0.84,0.96,0.96,0.02,0,0,0,0,0,0,0,0,0,0,0.16,0.04,0.04,1,1.7,1,2,1,1,1,1,1,1,0.98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,783,760,816,837,948,714,856,783,760,816,836,948,714,856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893,NA,NA,NA,2,3,3,3,2,2,3,7,7,6,7,6,6,1.099,1.386,0,0,2.55,0,2.833
"obj179","girl","maedchen","niña","bambina","momiche","kislány","nyu3-hai2",1,0.97,0.92,1,0.88,1,0.96,0,0,0,0,0,0,0,0,0.03,0.08,0,0.12,0,0.04,3,3.3,2,3,5,4,7,0.92,0.93,0.98,0.94,0.59,0.84,0.44,0.06,0,0,0.04,0.09,0.12,0.48,0,0,0,0,0,0,0.02,0.02,0.07,0.02,0.02,0.32,0.04,0.06,877,916,898,892,1168,910,1250,861,931,900,873,1211,886,1227,997,NA,NA,1063,1050,1033,1243,NA,NA,NA,NA,NA,NA,2414,1289,709,833,1441,1121,1040,1077,1,2,2,3,3,2,2,4,7,4,7,7,7,6.084,5.429,5.68,3.526,6.45,4.263,6.068
"obj180","glass","glas","vaso","bicchiere","chasha","pohár","bei1-zi5",0.98,1,1,0.98,0.92,1,0.96,0,0,0,0,0,0,0,0.02,0,0,0.02,0.08,0,0.04,2,3.3,2,2,4,2,4,0.71,0.87,0.98,0.98,0.89,0.98,0.83,0,0,0.02,0.02,0.11,0.02,0.15,0.29,0.13,0,0,0,0,0,0,0,0,0,0,0,0.02,838,924,722,914,877,778,866,845,954,721,915,830,751,828,NA,NA,759,886,1259,2071,1081,821,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,1,1,2,3,2,2,2,5,4,4,9,6,5,4.984,4.29,4.787,2.565,5.85,4.754,1.946
"obj181","glasses","brille","lentes","occhiali","ochila","szemüveg","ian3-jing4",1,1,1,1,0.92,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0.08,0.02,0.02,2,1.7,2,1,1,1,1,0.96,1,0.88,1,1,1,1,0.04,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,766,719,820,755,833,746,710,758,719,813,755,833,746,710,963,NA,NA,NA,NA,NA,NA,NA,NA,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,2,7,6,6,8,6,8,3.497,2.944,3.178,0,5.2,3.664,4.489
"obj182","globe","globus","mundo","mappamondo","globus","földgömb","di4-qiu2-i2",1,1,0.82,1,0.96,0.98,1,0,0,0.16,0,0.02,0,0,0,0,0.02,0,0.02,0.02,0,2,3.3,6,2,3,1,1,0.98,0.93,0.61,0.98,0.94,1,1,0,0,0,0.02,0,0,0,0,0.07,0.24,0,0,0,0,0.02,0,0.15,0,0.06,0,0,879,1040,1552,913,1162,839,885,883,997,1380,907,1108,839,885,NA,NA,NA,1213,NA,NA,NA,NA,1641,1972,NA,NA,NA,NA,697,NA,1566,NA,1970,NA,NA,1,2,2,4,2,2,3,5,6,5,10,6,8,2.485,1.609,7.482,0,3.65,0,1.386
"obj183","glove","handschuh","güante","guanto","r^kavitsa","kesztyüü","shou3-tao4",1,0.97,1,1,0.98,1,1,0,0,0,0,0,0,0,0,0.03,0,0,0.02,0,0,1,3.3,1,3,3,2,1,1,0.97,1,0.96,0.96,0.98,1,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0.04,0.02,0,848,896,854,845,966,853,796,848,899,854,846,971,859,796,NA,NA,NA,1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,NA,664,861,540,NA,1,2,2,2,4,2,2,5,9,6,6,9,7,2.996,2.303,0,0,4.05,0,3.401
"obj184","goat","ziege","chivo","capra","koza","kecske","iang2",0.98,1,0.98,0.98,0.94,0.96,0.88,0.02,0,0.02,0,0.04,0,0.02,0,0,0,0.02,0.02,0.04,0.1,3,3.3,6,5,2,2,4,0.96,0.93,0.53,0.88,0.72,0.98,0.5,0,0,0,0,0,0,0.43,0,0,0.31,0,0,0,0,0.04,0.07,0.16,0.12,0.28,0.02,0.07,971,954,1286,1292,1080,918,1016,972,938,1356,1203,1076,907,937,NA,NA,NA,NA,NA,NA,1058,NA,NA,1201,NA,NA,NA,NA,959,1175,1222,1935,1093,1464,1322,1,2,2,2,2,2,1,4,5,5,5,4,6,3.367,2.197,2.303,2.398,3.5,0,3.784
"obj185","gorilla","gorilla","gorila","gorilla","gorila","gorilla","xing1-xing1",1,0.97,0.98,0.9,0.94,0.92,0.92,0,0,0,0.08,0,0.02,0,0,0.03,0.02,0.02,0.06,0.06,0.08,3,8.3,5,6,4,3,3,0.7,0.48,0.55,0.51,0.49,0.72,0.91,0,0,0,0,0,0,0.07,0,0,0,0.04,0,0,0,0.3,0.52,0.45,0.44,0.51,0.28,0.02,1015,1137,1406,1386,1290,1144,1100,944,1021,1410,1254,1430,1200,1094,NA,NA,NA,NA,NA,NA,1277,NA,NA,NA,1158,NA,NA,NA,1181,1246,1401,1561,1156,1001,843,3,3,3,3,4,3,2,7,7,6,7,6,6,1.386,1.099,2.079,0,2.9,0,3.258
"obj186","grapes","weintrauben","uvas","uva","grozde","szöölöö","pu2-tao2",1,1,1,0.98,0.96,1,0.88,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0.12,2,8.3,2,4,2,3,1,0.9,0.4,0.96,0.78,0.96,0.9,1,0.1,0.27,0.04,0.1,0.04,0.08,0,0,0,0,0.1,0,0,0,0,0.33,0,0.02,0,0.02,0,846,1058,861,893,970,924,870,849,1001,865,837,958,886,870,816,1010,778,1067,1265,1176,NA,NA,NA,NA,1213,NA,NA,NA,NA,1165,NA,579,NA,1642,NA,1,3,2,2,2,2,2,6,11,4,3,6,5,0,0,2.89,2.197,4.65,3.401,4.159
"obj187","grasshopper","heuschrecke","grillo","cavalletta","skakalets","szöcske","zha4-meng3",0.98,0.97,0.9,0.88,0.88,0.96,0.9,0,0,0.1,0.1,0.04,0,0,0.02,0.03,0,0.02,0.08,0.04,0.1,6,8.3,5,5,3,5,4,0.67,0.52,0.69,0.46,0.86,0.63,0.58,0,0,0,0,0,0,0,0,0.17,0.16,0,0,0,0,0.33,0.31,0.16,0.55,0.14,0.38,0.42,1244,1308,1256,1430,1405,1336,1326,1234,1335,1232,1293,1333,1355,1285,NA,NA,NA,NA,NA,NA,NA,NA,1452,1343,NA,NA,NA,NA,1266,1184,1271,1545,1859,1304,1382,3,3,2,4,3,2,2,11,11,6,10,9,7,1.386,0,1.792,0,3.2,0,2.303
"obj188","guitar","gitarre","guitarra","chitarra","kitara","gitár","ji2-ta1",1,0.97,1,1,0.94,1,0.94,0,0,0,0,0,0,0,0,0.03,0,0,0.06,0,0.06,2,1.7,1,1,2,2,1,0.98,1,1,1,0.98,0.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0.02,0,872,750,820,798,937,786,989,870,750,820,798,932,791,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969,NA,NA,NA,1168,525,NA,2,3,3,3,3,2,2,6,7,8,8,6,5,2.079,1.386,3.638,1.386,4.25,0,3.664
"obj189","gun","pistole","pistola","pistola","pistolet","pisztoly","shou3-qiang1",0.98,0.9,1,0.98,0.96,0.98,0.94,0,0,0,0,0.02,0,0,0.02,0.1,0,0.02,0.02,0.02,0.06,5,3.3,2,1,2,1,2,0.9,0.93,0.86,1,0.88,1,0.7,0.02,0,0,0,0,0,0.3,0.06,0,0.14,0,0.13,0,0,0.02,0.07,0,0,0,0,0,758,924,802,803,864,801,824,709,929,774,803,803,801,830,1143,NA,NA,NA,NA,NA,809,1410,NA,974,NA,1294,NA,NA,584,867,NA,NA,NA,NA,NA,1,3,3,3,3,2,2,3,7,7,7,8,8,4.605,2.708,3.932,2.079,4.95,3.091,4.5
"obj190","hair","haare","cabello","capelli","kosa","haj","tou2-fa3",1,1,0.98,1,0.98,1,0.94,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0.06,2,6.7,4,4,3,4,8,0.98,0.73,0.57,0.9,0.92,0.94,0.83,0,0.2,0,0,0,0.04,0.06,0,0,0.33,0.06,0,0.02,0,0.02,0.07,0.1,0.04,0.08,0,0.11,1007,1224,1033,1032,1380,1070,1233,999,1235,1059,1003,1349,1073,1156,NA,1028,NA,NA,NA,928,1823,NA,NA,995,1377,NA,1188,NA,1396,1696,1009,1170,1723,NA,1475,1,2,3,3,2,1,2,4,5,7,7,4,3,5.298,4.29,4.489,0,5.7,5.165,5.38
"obj191","brush","buerste","cepillo","spazzola","chetka","hajkefe","shu1-zi5",1,1,0.98,1,0.92,0.94,0.86,0,0,0,0,0.02,0.02,0.06,0,0,0.02,0,0.06,0.04,0.08,3,5,2,3,3,4,6,0.84,0.73,0.96,0.8,0.59,0.38,0.81,0.12,0.27,0,0.16,0.35,0.34,0.05,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.07,0.28,0.14,894,1057,1006,1006,1288,1170,1311,896,968,1014,1009,1183,1227,1238,892,1304,NA,1026,1371,1315,1584,NA,NA,NA,NA,NA,NA,NA,872,NA,797,856,1785,915,1646,1,2,3,3,2,3,2,5,6,7,8,6,7,2.89,1.099,2.833,1.792,5.1,0,1.609
"obj192","hamburger","hamburger","hamburguesa","panino","sandvich","hamburger","han4-bao3",1,0.93,1,0.92,0.86,0.96,0.96,0,0,0,0.02,0,0,0,0,0.07,0,0.06,0.14,0.04,0.04,4,8.3,2,3,2,2,1,0.84,0.75,0.96,0.74,0.58,0.77,1,0.08,0.11,0,0,0,0,0,0,0,0,0.04,0.42,0.23,0,0.08,0.14,0.04,0.22,0,0,0,847,1270,960,994,1216,988,850,828,1172,948,929,1062,994,850,896,2207,NA,NA,NA,NA,NA,NA,NA,NA,1166,1430,965,NA,1000,1080,1239,1178,NA,NA,NA,3,3,4,3,2,3,2,9,9,11,6,8,9,1.792,0,1.386,2.398,5.9,0,3.611
"obj193","hammer","hammer","martillo","martello","chuk","kalapács","tie3-chui2",0.96,0.77,0.98,0.9,0.96,1,0.94,0,0.23,0,0.08,0.02,0,0.02,0.04,0,0.02,0.02,0.02,0,0.04,1,8.3,1,1,5,5,7,1,0.78,1,1,0.9,0.88,0.47,0,0.04,0,0,0.04,0.04,0.38,0,0,0,0,0,0.02,0.11,0,0.17,0,0,0.06,0.06,0.04,724,1327,780,984,1236,1367,1259,724,1216,780,984,1231,1275,1255,NA,1409,NA,NA,1228,2199,1182,NA,NA,NA,NA,NA,2160,1446,NA,1808,NA,NA,1316,1904,1539,2,2,3,3,1,3,2,6,6,8,8,4,8,2.485,2.565,2.773,0,4.25,0,2.639
"obj194","hammock","haengematte","hamaca","amaca","hamak","hintaágy","diao4-chuang2",0.9,0.63,0.74,0.86,0.74,0.74,0.62,0.08,0.37,0.18,0.12,0.22,0.22,0.3,0.02,0,0.08,0.02,0.04,0.04,0.08,2,3.3,3,5,7,6,9,0.91,0.95,0.95,0.91,0.46,0.38,0.61,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0.09,0.05,0.05,0.09,0.54,0.08,0.39,1403,1930,1583,1506,1943,1836,1899,1378,1894,1526,1509,1916,1862,1965,NA,NA,NA,NA,NA,1785,NA,NA,NA,NA,NA,NA,NA,NA,1655,2563,2592,1482,1966,2057,1795,2,4,3,3,2,3,2,7,10,6,5,5,8,0.693,1.099,2.398,0,2.5,0,1.609
"obj195","hand","hand","mano","mano","r^ka","kéz","shou3",0.94,1,0.94,1,0.9,1,1,0,0,0.02,0,0,0,0,0.06,0,0.04,0,0.1,0,0,2,1.7,1,1,3,3,3,0.98,1,1,1,0.76,0.86,0.94,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.02,0,0,0,0.24,0,0.06,721,730,765,742,947,826,901,723,730,765,742,849,799,883,NA,NA,NA,NA,NA,986,NA,NA,NA,NA,NA,NA,NA,NA,598,NA,NA,NA,1252,NA,1185,1,1,2,2,2,1,1,4,4,4,4,4,3,6.586,6.165,7.003,5.231,6.2,6.841,7.319
"obj196","handcuffs","handschellen","esposas","manette","beleznitsi","bilincs","shou3-kao4",0.98,1,0.96,1,0.9,0.96,0.94,0,0,0.02,0,0,0.02,0,0.02,0,0.02,0,0.1,0.02,0.06,4,6.7,3,3,4,2,4,0.88,0.83,0.96,0.96,0.91,0.98,0.81,0.06,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0.06,0.17,0.04,0.02,0.09,0,0.19,1139,1241,1282,1156,1276,1040,1159,1113,1191,1257,1158,1260,1039,1080,1092,NA,NA,1235,NA,1085,NA,NA,NA,NA,NA,NA,NA,NA,1568,1487,1847,945,1439,NA,1494,2,3,3,3,4,2,2,9,12,7,7,10,7,1.099,0,3.401,0,3.8,0,1.386
"obj197","hanger","kleiderbuegel","gancho","stampella","zakachalka","fogas","i1-jia4",0.98,0.9,0.94,0.9,0.98,0.9,0.94,0,0.07,0.04,0.04,0,0,0,0.02,0.03,0.02,0.06,0.02,0.1,0.06,2,5,3,6,2,6,6,0.9,0.56,0.96,0.47,0.98,0.47,0.85,0.1,0.37,0.02,0,0.02,0.02,0.09,0,0,0.02,0.31,0,0.49,0,0,0.07,0,0.22,0,0.02,0.06,794,916,942,1163,1027,943,1013,777,855,919,1048,1025,851,944,943,985,2302,NA,1096,1198,1324,NA,NA,641,1363,NA,1032,NA,NA,1031,NA,1126,NA,659,1518,2,4,2,3,4,2,2,6,12,6,9,10,5,1.099,0.693,2.639,0,4.45,0,1.386
"obj198","harp","harfe","harpa","arpa","arfa","hárfa","shu4-qin2",0.92,0.93,0.98,0.96,0.84,0.9,0.9,0.06,0.07,0.02,0.04,0.08,0.04,0.02,0.02,0,0,0,0.08,0.06,0.08,3,3.3,3,3,5,4,3,0.96,0.93,0.94,0.96,0.86,0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.04,0.07,0.06,0.04,0.1,0.09,0.09,956,1108,1002,946,1350,1027,1430,914,1088,990,928,1257,998,1371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2144,NA,NA,1895,1370,1186,1350,1792,1324,2042,1,2,2,2,2,2,2,4,5,4,4,4,5,1.386,0.693,0,0,2.3,0,2.398
"obj199","hat","hut","sombrero","cappello","shapka","kalap","mao4-zi5",0.94,0.97,0.98,0.98,0.98,1,0.98,0,0.03,0,0.02,0,0,0,0.06,0,0.02,0,0.02,0,0.02,2,1.7,1,1,2,2,2,0.98,1,1,1,0.94,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0.06,0.02,0,692,718,856,781,902,745,728,684,718,856,781,870,729,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968,1053,NA,NA,NA,1401,1551,NA,1,1,3,3,2,2,2,3,3,8,8,6,5,4.234,2.996,4.489,1.386,5.15,3.434,4.691
"obj200","hay","heuhaufen","paja","paglia","seno","szénaboglya","dao4-cao3",0.98,1,0.9,0.9,0.92,0.96,0.84,0.02,0,0.08,0.1,0.08,0,0.08,0,0,0.02,0,0,0.04,0.08,4,8.3,10,6,9,9,13,0.8,0.47,0.69,0.49,0.57,0.38,0.33,0.16,0.2,0,0.04,0.24,0.5,0.41,0.02,0,0.07,0.33,0.02,0.1,0,0.02,0.33,0.24,0.13,0.17,0.02,0.26,1277,1295,1674,1486,1686,1285,1626,1198,1329,1532,1326,1654,1332,1639,1413,1270,NA,2630,1617,1186,1502,2345,NA,1110,1475,1525,1227,NA,2234,1261,2228,1723,1908,3102,1801,1,3,2,2,2,4,2,3,9,4,6,4,11,2.773,0,3.689,0,3.25,0,0.693
"obj201","heart","herz","corazón","cuore","s^rtse","szív","ai4-xin1",1,1,1,0.96,0.9,0.92,0.96,0,0,0,0.02,0,0,0.02,0,0,0,0.02,0.1,0.08,0.02,1,1.7,1,1,1,1,6,1,1,1,1,1,1,0.58,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,720,723,711,694,875,728,879,720,723,711,694,875,728,849,NA,NA,NA,NA,NA,NA,913,NA,NA,NA,NA,NA,NA,1046,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,5,4,7,5,6,4,5.106,5.024,5.94,3.829,5.7,5.17,7.601
"obj202","heel","absatz","tacón","tacco","tok","cipöösarok","gao1-gen1-xie2",0.98,1,0.98,1,1,0.94,0.96,0,0,0.02,0,0,0,0,0.02,0,0,0,0,0.06,0.04,3,13.3,3,2,4,5,6,0.88,0.7,0.86,0.96,0.7,0.49,0.85,0.08,0,0,0,0.24,0.51,0,0,0,0,0,0,0,0,0.04,0.3,0.14,0.04,0.06,0,0.15,1020,1287,939,936,1182,1170,1199,1014,1219,926,917,1168,1197,1181,1240,NA,NA,NA,1119,1143,NA,NA,NA,NA,NA,NA,NA,NA,692,1447,1015,1394,1588,NA,1303,1,2,2,2,1,4,3,4,6,5,5,3,9,3.401,3.638,2.303,0,5.3,0,0
"obj203","helicopter","hubschrauber","helicóptero","elicottero","helikopter","helikopter","zhi2-sheng1-ji1",1,0.97,1,1,1,0.98,0.96,0,0,0,0,0,0,0,0,0.03,0,0,0,0.02,0.04,1,5,1,3,2,2,1,1,0.86,1,0.94,0.52,0.98,1,0,0,0,0,0,0,0,0,0.1,0,0,0.48,0,0,0,0.03,0,0.06,0,0.02,0,793,875,815,877,1062,851,950,793,869,815,860,1102,848,950,NA,NA,NA,NA,NA,NA,NA,NA,993,NA,NA,1017,NA,NA,NA,657,NA,1145,NA,1020,NA,4,3,5,5,4,4,3,10,12,11,10,10,10,2.833,2.773,1.609,0,3.3,0,3.807
"obj204","helmet","helm","casco","casco","kaska","bukósisak","an1-qyuan2-mao4",1,0.97,0.96,0.98,0.92,0.96,0.98,0,0.03,0.02,0,0,0,0,0,0,0.02,0.02,0.08,0.04,0.02,2,6.7,1,2,2,3,2,0.96,0.86,1,0.98,0.98,0.69,0.98,0.04,0.14,0,0.02,0,0.29,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0.02,925,1074,914,887,1028,1129,862,921,1061,914,887,1030,1161,865,1034,1155,NA,890,NA,1059,NA,NA,NA,NA,NA,927,NA,NA,NA,NA,NA,NA,NA,1054,730,2,1,2,2,2,4,3,6,4,5,5,5,9,2.639,1.609,3.367,0,3.1,0,2.485
"obj205","highchair","kinderstuhl","silla","seggiolone","stol","etetööszék","ing1-er2-i3",0.94,0.9,0.76,0.78,0.88,0.96,0.94,0.04,0.07,0.24,0.16,0.08,0,0.02,0.02,0.03,0,0.06,0.04,0.04,0.04,4,11.7,8,8,9,8,16,0.87,0.56,0.4,0.51,0.43,0.63,0.38,0.02,0.3,0.53,0.23,0.57,0.38,0.21,0.09,0,0,0.18,0,0,0,0.02,0.15,0.08,0.08,0,0,0.4,1234,1282,1648,1324,1685,1271,1705,1205,1300,1719,1208,1958,1170,1613,710,1190,1593,1409,1478,1441,1759,1757,NA,NA,1502,NA,NA,NA,835,1401,1656,1419,NA,NA,1765,2,3,2,4,1,4,3,9,11,5,10,4,9,0,0,4.89,2.079,5.65,0,0
"obj206","hinge","scharnier","bisagra","cerniera","panta","zár","men2-suan1",0.82,0.53,0.5,0.48,0.8,0.52,0.42,0.12,0.37,0.46,0.5,0.2,0.38,0.48,0.06,0.1,0.04,0.02,0,0.1,0.1,5,5,7,7,2,10,13,0.88,0.88,0.76,0.46,0.95,0.31,0.29,0.02,0.06,0.04,0,0.05,0.04,0.14,0,0,0,0.21,0,0,0.1,0.1,0.06,0.2,0.33,0,0.65,0.48,1388,1581,1845,1991,1296,1790,2055,1349,1373,1897,1769,1309,1324,2160,1836,3515,823,NA,1045,2654,2357,NA,NA,NA,2476,NA,NA,2079,1619,2561,1852,1994,NA,1959,1897,1,2,3,3,2,1,2,5,9,7,8,5,3,1.609,0.693,0.693,0,3.25,2.708,1.099
"obj207","hippo","nilpferd","hipopótamo","ippopotamo","hipopotam","víziló","he2-ma3",0.94,0.9,0.98,0.88,0.92,0.9,0.86,0.04,0.03,0.02,0.06,0.08,0.02,0.02,0.02,0.07,0,0.06,0,0.08,0.12,5,5,6,4,4,1,2,0.55,0.93,0.74,0.77,0.89,1,0.98,0.3,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.15,0.04,0.27,0.23,0.11,0,0.02,1159,1354,1288,1350,1475,1316,1140,1133,1323,1236,1377,1461,1316,1147,1174,NA,NA,NA,NA,NA,NA,NA,2093,NA,NA,NA,NA,NA,1229,1399,1435,1258,1589,NA,824,2,2,5,5,4,3,2,5,8,10,10,9,6,0.693,0,1.386,0,2.45,0,2.485
"obj208","hoe","hacke","azadón","zappa","greblo","kapa","pa2-zi5",0.94,0.8,0.62,0.62,0.44,0.76,0.42,0.06,0.13,0.38,0.32,0.5,0.18,0.48,0,0.07,0,0.06,0.06,0.06,0.1,5,5,6,8,3,7,8,0.77,0.54,0.45,0.36,0.55,0.74,0.48,0,0,0,0,0,0,0.1,0,0,0,0,0,0.03,0,0.23,0.46,0.55,0.65,0.45,0.24,0.43,1357,1348,1700,1776,1726,1767,1895,1346,1220,1333,1725,1633,1666,1641,NA,NA,NA,NA,NA,NA,3057,NA,NA,NA,NA,NA,1436,NA,1392,1500,2003,1804,1838,2120,1918,1,2,3,2,2,2,2,3,5,6,5,6,4,1.386,0,0,0,2.5,0,3.664
"obj209","hoof","huf","pata","zoccolo","kopito","pata","ti2",0.96,0.97,0.9,0.96,0.98,0.98,0.82,0,0.03,0.1,0,0.02,0,0.08,0.04,0,0,0.04,0,0.02,0.1,4,6.7,6,7,2,3,7,0.92,0.86,0.42,0.83,0.98,0.94,0.46,0.02,0.1,0.16,0.04,0,0.04,0.02,0.02,0.03,0.04,0,0,0,0.07,0.04,0,0.38,0.13,0.02,0.02,0.44,1126,1249,1660,1288,1207,1044,1394,1088,1225,1590,1280,1161,1047,1467,1183,1164,1482,1536,NA,903,1580,1724,2107,1700,NA,NA,NA,1042,1653,NA,1806,1261,3417,1188,1365,1,1,2,3,3,2,1,4,3,4,7,6,4,2.197,1.792,3.892,2.079,2.7,0,2.303
"obj210","hook","haken","gancho","gancio","kuka","kampó","gou1-zi5",1,0.9,0.82,0.92,0.9,0.96,0.98,0,0.07,0.16,0.02,0.06,0,0,0,0.03,0.02,0.06,0.04,0.04,0.02,1,3.3,8,3,3,3,3,1,0.96,0.59,0.5,0.96,0.65,0.96,0,0.04,0,0,0,0,0.04,0,0,0,0.37,0,0.02,0,0,0,0.41,0.13,0.04,0.33,0,919,1265,1658,1199,1185,1160,1071,919,1207,1413,1073,1136,1104,1076,NA,2779,NA,NA,NA,NA,959,NA,NA,NA,1280,NA,1844,NA,NA,NA,2005,1454,2245,1225,NA,1,2,2,2,2,2,2,4,5,6,6,4,5,3.638,2.398,2.639,1.946,2.85,0,1.099
"obj211","horse","pferd","caballo","cavallo","kon","ló","ma3",1,1,0.98,1,0.94,0.98,0.94,0,0,0.02,0,0,0,0,0,0,0,0,0.06,0.02,0.06,1,1.7,1,1,1,3,1,1,1,1,1,1,0.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,0,809,846,912,839,887,757,907,809,846,912,839,887,752,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274,NA,NA,NA,NA,NA,NA,462,NA,1,1,3,3,1,1,1,5,5,7,7,3,2,4.89,4.19,5.236,3.784,3.4,4.533,5.969
